uf,contagem,ano,categoria
Ceará,29.0,2022,Desabrigados
Amazonas,29.0,2022,Desabrigados
Sergipe,27.0,2022,Desabrigados
Distrito Federal,24.0,2022,Desabrigados
Paraíba,24.0,2022,Desabrigados
Pará,21.0,2022,Desabrigados
Santa Catarina,18.0,2022,Desabrigados
São Paulo,16.0,2022,Desabrigados
Paraná,13.0,2022,Desabrigados
Rio Grande do Sul,10.0,2022,Desabrigados
Goiás,10.0,2022,Desabrigados
Mato Grosso,,2022,Desabrigados
Mato Grosso do Sul,,2022,Desabrigados
Rondônia,,2022,Desabrigados
Roraima,,2022,Desabrigados
Amapá,,2022,Desabrigados
Acre,,2022,Desabrigados
Rio Grande do Sul,100.0,2024,desastre natural
Santa Catarina,62.0,2024,desastre natural
Pernambuco,60.0,2024,desastre natural
Espírito Santo,58.0,2024,desastre natural
Mato Grosso do Sul,58.0,2024,desastre natural
Mato Grosso,58.0,2024,desastre natural
Bahia,55.0,2024,desastre natural
Goiás,55.0,2024,desastre natural
Pará,53.0,2024,desastre natural
Maranhão,53.0,2024,desastre natural
Paraíba,53.0,2024,desastre natural
Alagoas,51.0,2024,desastre natural
São Paulo,51.0,2024,desastre natural
Distrito Federal,51.0,2024,desastre natural
Rio de Janeiro,51.0,2024,desastre natural
Rio Grande do Norte,46.0,2024,desastre natural
Amazonas,46.0,2024,desastre natural
Sergipe,46.0,2024,desastre natural
Minas Gerais,46.0,2024,desastre natural
Ceará,39.0,2024,desastre natural
Paraná,39.0,2024,desastre natural
Rondônia,34.0,2024,desastre natural
Piauí,25.0,2024,desastre natural
Acre,,2024,desastre natural
Roraima,,2024,desastre natural
Amapá,,2024,desastre natural
Tocantins,,2024,desastre natural
Santa Catarina,100.0,2024,risco de desastre
Minas Gerais,80.0,2024,risco de desastre
Goiás,60.0,2024,risco de desastre
Bahia,60.0,2024,risco de desastre
São Paulo,60.0,2024,risco de desastre
Rio Grande do Sul,40.0,2024,risco de desastre
Rio de Janeiro,40.0,2024,risco de desastre
Paraná,40.0,2024,risco de desastre
Acre,,2024,risco de desastre
Maranhão,,2024,risco de desastre
Espírito Santo,,2024,risco de desastre
Mato Grosso do Sul,,2024,risco de desastre
Mato Grosso,,2024,risco de desastre
Pará,,2024,risco de desastre
Paraíba,,2024,risco de desastre
Pernambuco,,2024,risco de desastre
Piauí,,2024,risco de desastre
Distrito Federal,,2024,risco de desastre
Ceará,,2024,risco de desastre
Rio Grande do Norte,,2024,risco de desastre
Rondônia,,2024,risco de desastre
Roraima,,2024,risco de desastre
Amapá,,2024,risco de desastre
Amazonas,,2024,risco de desastre
Sergipe,,2024,risco de desastre
Alagoas,,2024,risco de desastre
Tocantins,,2024,risco de desastre
Rio Grande do Sul,100.0,2023,Granizo
Minas Gerais,79.0,2023,Granizo
Amapá,75.0,2023,Granizo
Santa Catarina,69.0,2023,Granizo
Roraima,55.0,2023,Granizo
Amazonas,48.0,2023,Granizo
Paraná,47.0,2023,Granizo
Espírito Santo,44.0,2023,Granizo
Rio de Janeiro,43.0,2023,Granizo
Rondônia,42.0,2023,Granizo
Sergipe,41.0,2023,Granizo
Mato Grosso do Sul,40.0,2023,Granizo
São Paulo,40.0,2023,Granizo
Distrito Federal,37.0,2023,Granizo
Mato Grosso,36.0,2023,Granizo
Alagoas,35.0,2023,Granizo
Piauí,35.0,2023,Granizo
Maranhão,33.0,2023,Granizo
Bahia,33.0,2023,Granizo
Pará,30.0,2023,Granizo
Goiás,29.0,2023,Granizo
Rio Grande do Norte,26.0,2023,Granizo
Tocantins,26.0,2023,Granizo
Ceará,25.0,2023,Granizo
Paraíba,24.0,2023,Granizo
Pernambuco,24.0,2023,Granizo
Acre,22.0,2023,Granizo
Santa Catarina,100.0,2021,deslizamento
Piauí,100.0,2021,deslizamento
Rio Grande do Norte,93.0,2021,deslizamento
Pernambuco,90.0,2021,deslizamento
Espírito Santo,88.0,2021,deslizamento
Rio de Janeiro,87.0,2021,deslizamento
Minas Gerais,87.0,2021,deslizamento
Sergipe,86.0,2021,deslizamento
Ceará,82.0,2021,deslizamento
Bahia,82.0,2021,deslizamento
Pará,81.0,2021,deslizamento
Paraíba,79.0,2021,deslizamento
Amapá,79.0,2021,deslizamento
Amazonas,77.0,2021,deslizamento
Alagoas,76.0,2021,deslizamento
Rondônia,75.0,2021,deslizamento
Maranhão,74.0,2021,deslizamento
Paraná,67.0,2021,deslizamento
Tocantins,66.0,2021,deslizamento
Distrito Federal,66.0,2021,deslizamento
Roraima,65.0,2021,deslizamento
Mato Grosso,65.0,2021,deslizamento
Goiás,61.0,2021,deslizamento
São Paulo,60.0,2021,deslizamento
Rio Grande do Sul,51.0,2021,deslizamento
Acre,50.0,2021,deslizamento
Mato Grosso do Sul,44.0,2021,deslizamento
Acre,100.0,2022,Desastre Natural
Alagoas,56.0,2022,Desastre Natural
Amazonas,56.0,2022,Desastre Natural
Rondônia,53.0,2022,Desastre Natural
Santa Catarina,53.0,2022,Desastre Natural
Espírito Santo,46.0,2022,Desastre Natural
Goiás,46.0,2022,Desastre Natural
Rio de Janeiro,46.0,2022,Desastre Natural
Pará,46.0,2022,Desastre Natural
Sergipe,46.0,2022,Desastre Natural
Tocantins,43.0,2022,Desastre Natural
Pernambuco,43.0,2022,Desastre Natural
Rio Grande do Norte,43.0,2022,Desastre Natural
Paraíba,43.0,2022,Desastre Natural
Bahia,41.0,2022,Desastre Natural
Mato Grosso do Sul,41.0,2022,Desastre Natural
Distrito Federal,41.0,2022,Desastre Natural
São Paulo,39.0,2022,Desastre Natural
Mato Grosso,36.0,2022,Desastre Natural
Ceará,36.0,2022,Desastre Natural
Paraná,34.0,2022,Desastre Natural
Minas Gerais,34.0,2022,Desastre Natural
Maranhão,34.0,2022,Desastre Natural
Rio Grande do Sul,34.0,2022,Desastre Natural
Piauí,31.0,2022,Desastre Natural
Roraima,,2022,Desastre Natural
Amapá,,2022,Desastre Natural
Rio de Janeiro,100.0,2022,tragedia
Roraima,91.0,2022,tragedia
Espírito Santo,88.0,2022,tragedia
Acre,85.0,2022,tragedia
Paraná,81.0,2022,tragedia
Piauí,78.0,2022,tragedia
Minas Gerais,77.0,2022,tragedia
Santa Catarina,75.0,2022,tragedia
Paraíba,74.0,2022,tragedia
Rondônia,73.0,2022,tragedia
Rio Grande do Norte,72.0,2022,tragedia
Distrito Federal,71.0,2022,tragedia
Tocantins,71.0,2022,tragedia
Rio Grande do Sul,70.0,2022,tragedia
Mato Grosso,70.0,2022,tragedia
Amazonas,69.0,2022,tragedia
São Paulo,68.0,2022,tragedia
Pernambuco,68.0,2022,tragedia
Mato Grosso do Sul,67.0,2022,tragedia
Pará,67.0,2022,tragedia
Amapá,66.0,2022,tragedia
Sergipe,66.0,2022,tragedia
Maranhão,65.0,2022,tragedia
Goiás,65.0,2022,tragedia
Alagoas,64.0,2022,tragedia
Ceará,58.0,2022,tragedia
Bahia,57.0,2022,tragedia
Acre,100.0,2023,desastre natural
Santa Catarina,52.0,2023,desastre natural
Rondônia,50.0,2023,desastre natural
Rio Grande do Sul,47.0,2023,desastre natural
São Paulo,47.0,2023,desastre natural
Paraíba,47.0,2023,desastre natural
Ceará,45.0,2023,desastre natural
Amazonas,45.0,2023,desastre natural
Espírito Santo,43.0,2023,desastre natural
Pará,43.0,2023,desastre natural
Pernambuco,43.0,2023,desastre natural
Rio Grande do Norte,43.0,2023,desastre natural
Mato Grosso,41.0,2023,desastre natural
Distrito Federal,41.0,2023,desastre natural
Rio de Janeiro,41.0,2023,desastre natural
Minas Gerais,41.0,2023,desastre natural
Bahia,41.0,2023,desastre natural
Alagoas,39.0,2023,desastre natural
Sergipe,39.0,2023,desastre natural
Goiás,39.0,2023,desastre natural
Paraná,36.0,2023,desastre natural
Maranhão,34.0,2023,desastre natural
Piauí,34.0,2023,desastre natural
Mato Grosso do Sul,26.0,2023,desastre natural
Roraima,,2023,desastre natural
Amapá,,2023,desastre natural
Tocantins,,2023,desastre natural
Alagoas,100.0,2022,Alerta risco
Amazonas,81.0,2022,Alerta risco
Rondônia,77.0,2022,Alerta risco
Espírito Santo,72.0,2022,Alerta risco
Rio Grande do Norte,68.0,2022,Alerta risco
Tocantins,63.0,2022,Alerta risco
Mato Grosso,63.0,2022,Alerta risco
Distrito Federal,59.0,2022,Alerta risco
Ceará,59.0,2022,Alerta risco
Bahia,59.0,2022,Alerta risco
Rio de Janeiro,54.0,2022,Alerta risco
Minas Gerais,54.0,2022,Alerta risco
Goiás,54.0,2022,Alerta risco
Pernambuco,54.0,2022,Alerta risco
Santa Catarina,50.0,2022,Alerta risco
Sergipe,50.0,2022,Alerta risco
Maranhão,50.0,2022,Alerta risco
Rio Grande do Sul,50.0,2022,Alerta risco
Paraíba,45.0,2022,Alerta risco
Pará,45.0,2022,Alerta risco
Piauí,40.0,2022,Alerta risco
Paraná,40.0,2022,Alerta risco
São Paulo,40.0,2022,Alerta risco
Mato Grosso do Sul,27.0,2022,Alerta risco
Roraima,,2022,Alerta risco
Amapá,,2022,Alerta risco
Acre,,2022,Alerta risco
Acre,100.0,2021,Inundação
Amapá,60.0,2021,Inundação
Goiás,57.0,2021,Inundação
Roraima,56.0,2021,Inundação
Sergipe,48.0,2021,Inundação
Santa Catarina,48.0,2021,Inundação
Rondônia,47.0,2021,Inundação
Bahia,46.0,2021,Inundação
Amazonas,46.0,2021,Inundação
Rio Grande do Norte,45.0,2021,Inundação
Alagoas,45.0,2021,Inundação
Piauí,44.0,2021,Inundação
Distrito Federal,43.0,2021,Inundação
Ceará,43.0,2021,Inundação
Minas Gerais,43.0,2021,Inundação
Espírito Santo,43.0,2021,Inundação
Pará,42.0,2021,Inundação
Mato Grosso,42.0,2021,Inundação
Pernambuco,41.0,2021,Inundação
Rio Grande do Sul,40.0,2021,Inundação
Paraíba,40.0,2021,Inundação
Maranhão,39.0,2021,Inundação
Mato Grosso do Sul,35.0,2021,Inundação
Paraná,34.0,2021,Inundação
Rio de Janeiro,32.0,2021,Inundação
São Paulo,32.0,2021,Inundação
Tocantins,30.0,2021,Inundação
Amazonas,100.0,2021,Enchente
Santa Catarina,80.0,2021,Enchente
Acre,60.0,2021,Enchente
Espírito Santo,49.0,2021,Enchente
Minas Gerais,46.0,2021,Enchente
Tocantins,46.0,2021,Enchente
Rondônia,45.0,2021,Enchente
Goiás,36.0,2021,Enchente
Roraima,35.0,2021,Enchente
Alagoas,34.0,2021,Enchente
Rio de Janeiro,33.0,2021,Enchente
Rio Grande do Sul,31.0,2021,Enchente
Bahia,31.0,2021,Enchente
Amapá,30.0,2021,Enchente
Mato Grosso,30.0,2021,Enchente
São Paulo,29.0,2021,Enchente
Mato Grosso do Sul,28.0,2021,Enchente
Pernambuco,27.0,2021,Enchente
Sergipe,26.0,2021,Enchente
Pará,26.0,2021,Enchente
Piauí,25.0,2021,Enchente
Paraná,24.0,2021,Enchente
Distrito Federal,24.0,2021,Enchente
Maranhão,23.0,2021,Enchente
Paraíba,23.0,2021,Enchente
Rio Grande do Norte,21.0,2021,Enchente
Ceará,19.0,2021,Enchente
Santa Catarina,100.0,2021,Desastre Natural
Tocantins,100.0,2021,Desastre Natural
Rondônia,94.0,2021,Desastre Natural
Rio Grande do Norte,89.0,2021,Desastre Natural
Pará,89.0,2021,Desastre Natural
Alagoas,84.0,2021,Desastre Natural
Goiás,78.0,2021,Desastre Natural
Bahia,78.0,2021,Desastre Natural
Maranhão,78.0,2021,Desastre Natural
Espírito Santo,78.0,2021,Desastre Natural
Distrito Federal,73.0,2021,Desastre Natural
Amazonas,73.0,2021,Desastre Natural
São Paulo,68.0,2021,Desastre Natural
Ceará,68.0,2021,Desastre Natural
Paraíba,68.0,2021,Desastre Natural
Sergipe,63.0,2021,Desastre Natural
Piauí,63.0,2021,Desastre Natural
Paraná,63.0,2021,Desastre Natural
Pernambuco,63.0,2021,Desastre Natural
Mato Grosso do Sul,57.0,2021,Desastre Natural
Rio de Janeiro,57.0,2021,Desastre Natural
Mato Grosso,57.0,2021,Desastre Natural
Minas Gerais,52.0,2021,Desastre Natural
Rio Grande do Sul,52.0,2021,Desastre Natural
Amapá,,2021,Desastre Natural
Roraima,,2021,Desastre Natural
Acre,,2021,Desastre Natural
Rio Grande do Sul,100.0,2023,desabrigados
Amazonas,72.0,2023,desabrigados
Maranhão,60.0,2023,desabrigados
Espírito Santo,52.0,2023,desabrigados
Santa Catarina,48.0,2023,desabrigados
Alagoas,48.0,2023,desabrigados
São Paulo,40.0,2023,desabrigados
Paraná,36.0,2023,desabrigados
Rio de Janeiro,36.0,2023,desabrigados
Distrito Federal,32.0,2023,desabrigados
Ceará,32.0,2023,desabrigados
Bahia,32.0,2023,desabrigados
Minas Gerais,28.0,2023,desabrigados
Rio Grande do Norte,28.0,2023,desabrigados
Pará,28.0,2023,desabrigados
Paraíba,24.0,2023,desabrigados
Mato Grosso do Sul,24.0,2023,desabrigados
Goiás,24.0,2023,desabrigados
Pernambuco,24.0,2023,desabrigados
Acre,,2023,desabrigados
Rondônia,,2023,desabrigados
Roraima,,2023,desabrigados
Piauí,,2023,desabrigados
Mato Grosso,,2023,desabrigados
Sergipe,,2023,desabrigados
Amapá,,2023,desabrigados
Tocantins,,2023,desabrigados
Santa Catarina,100.0,2023,Risco de desastre
São Paulo,50.0,2023,Risco de desastre
Minas Gerais,25.0,2023,Risco de desastre
Rio de Janeiro,25.0,2023,Risco de desastre
Acre,,2023,Risco de desastre
Ceará,,2023,Risco de desastre
Distrito Federal,,2023,Risco de desastre
Espírito Santo,,2023,Risco de desastre
Goiás,,2023,Risco de desastre
Maranhão,,2023,Risco de desastre
Bahia,,2023,Risco de desastre
Mato Grosso do Sul,,2023,Risco de desastre
Mato Grosso,,2023,Risco de desastre
Pará,,2023,Risco de desastre
Paraíba,,2023,Risco de desastre
Pernambuco,,2023,Risco de desastre
Piauí,,2023,Risco de desastre
Paraná,,2023,Risco de desastre
Amapá,,2023,Risco de desastre
Rio Grande do Norte,,2023,Risco de desastre
Rondônia,,2023,Risco de desastre
Roraima,,2023,Risco de desastre
Rio Grande do Sul,,2023,Risco de desastre
Amazonas,,2023,Risco de desastre
Sergipe,,2023,Risco de desastre
Alagoas,,2023,Risco de desastre
Tocantins,,2023,Risco de desastre
Amazonas,100.0,2024,estiagem
Amapá,30.0,2024,estiagem
Roraima,29.0,2024,estiagem
Pará,20.0,2024,estiagem
Acre,17.0,2024,estiagem
Rondônia,15.0,2024,estiagem
Distrito Federal,11.0,2024,estiagem
Tocantins,11.0,2024,estiagem
Mato Grosso,10.0,2024,estiagem
Piauí,9.0,2024,estiagem
Mato Grosso do Sul,8.0,2024,estiagem
Rio Grande do Sul,8.0,2024,estiagem
Maranhão,8.0,2024,estiagem
Ceará,7.0,2024,estiagem
Paraíba,6.0,2024,estiagem
Paraná,6.0,2024,estiagem
Goiás,6.0,2024,estiagem
São Paulo,5.0,2024,estiagem
Minas Gerais,5.0,2024,estiagem
Santa Catarina,5.0,2024,estiagem
Alagoas,5.0,2024,estiagem
Rio Grande do Norte,5.0,2024,estiagem
Bahia,5.0,2024,estiagem
Pernambuco,4.0,2024,estiagem
Espírito Santo,4.0,2024,estiagem
Rio de Janeiro,4.0,2024,estiagem
Sergipe,4.0,2024,estiagem
Amazonas,100.0,2023,estiagem
Rio Grande do Sul,39.0,2023,estiagem
Amapá,24.0,2023,estiagem
Acre,21.0,2023,estiagem
Rondônia,16.0,2023,estiagem
Pará,13.0,2023,estiagem
Piauí,13.0,2023,estiagem
Roraima,11.0,2023,estiagem
Tocantins,10.0,2023,estiagem
Ceará,10.0,2023,estiagem
Distrito Federal,10.0,2023,estiagem
Maranhão,9.0,2023,estiagem
Mato Grosso,8.0,2023,estiagem
Paraíba,8.0,2023,estiagem
Santa Catarina,8.0,2023,estiagem
Bahia,7.0,2023,estiagem
Rio Grande do Norte,7.0,2023,estiagem
Mato Grosso do Sul,6.0,2023,estiagem
Sergipe,6.0,2023,estiagem
Alagoas,6.0,2023,estiagem
Rio de Janeiro,5.0,2023,estiagem
São Paulo,5.0,2023,estiagem
Paraná,5.0,2023,estiagem
Goiás,5.0,2023,estiagem
Minas Gerais,5.0,2023,estiagem
Espírito Santo,4.0,2023,estiagem
Pernambuco,4.0,2023,estiagem
Roraima,100.0,2024,deslizamento de terra
Amazonas,88.0,2024,deslizamento de terra
Rio Grande do Sul,78.0,2024,deslizamento de terra
Santa Catarina,58.0,2024,deslizamento de terra
Bahia,56.0,2024,deslizamento de terra
Sergipe,44.0,2024,deslizamento de terra
Minas Gerais,42.0,2024,deslizamento de terra
Rio de Janeiro,38.0,2024,deslizamento de terra
Rondônia,34.0,2024,deslizamento de terra
Piauí,34.0,2024,deslizamento de terra
Pernambuco,34.0,2024,deslizamento de terra
Espírito Santo,34.0,2024,deslizamento de terra
Tocantins,34.0,2024,deslizamento de terra
Pará,32.0,2024,deslizamento de terra
São Paulo,32.0,2024,deslizamento de terra
Paraíba,32.0,2024,deslizamento de terra
Ceará,30.0,2024,deslizamento de terra
Rio Grande do Norte,28.0,2024,deslizamento de terra
Goiás,28.0,2024,deslizamento de terra
Distrito Federal,26.0,2024,deslizamento de terra
Paraná,26.0,2024,deslizamento de terra
Maranhão,24.0,2024,deslizamento de terra
Alagoas,22.0,2024,deslizamento de terra
Mato Grosso,22.0,2024,deslizamento de terra
Mato Grosso do Sul,20.0,2024,deslizamento de terra
Amapá,,2024,deslizamento de terra
Acre,,2024,deslizamento de terra
Rondônia,100.0,2022,Mudanças climáticas
Roraima,98.0,2022,Mudanças climáticas
Tocantins,98.0,2022,Mudanças climáticas
Amapá,97.0,2022,Mudanças climáticas
Bahia,96.0,2022,Mudanças climáticas
Pernambuco,95.0,2022,Mudanças climáticas
Ceará,95.0,2022,Mudanças climáticas
Rio Grande do Sul,94.0,2022,Mudanças climáticas
Acre,94.0,2022,Mudanças climáticas
Santa Catarina,93.0,2022,Mudanças climáticas
Amazonas,91.0,2022,Mudanças climáticas
Pará,91.0,2022,Mudanças climáticas
Piauí,90.0,2022,Mudanças climáticas
Alagoas,90.0,2022,Mudanças climáticas
Paraná,90.0,2022,Mudanças climáticas
Paraíba,88.0,2022,Mudanças climáticas
Sergipe,88.0,2022,Mudanças climáticas
Goiás,88.0,2022,Mudanças climáticas
Maranhão,87.0,2022,Mudanças climáticas
São Paulo,87.0,2022,Mudanças climáticas
Rio Grande do Norte,86.0,2022,Mudanças climáticas
Mato Grosso,84.0,2022,Mudanças climáticas
Minas Gerais,83.0,2022,Mudanças climáticas
Distrito Federal,80.0,2022,Mudanças climáticas
Rio de Janeiro,80.0,2022,Mudanças climáticas
Mato Grosso do Sul,79.0,2022,Mudanças climáticas
Espírito Santo,78.0,2022,Mudanças climáticas
Acre,100.0,2023,Alerta risco
Distrito Federal,41.0,2023,Alerta risco
Rondônia,39.0,2023,Alerta risco
Alagoas,36.0,2023,Alerta risco
Pernambuco,36.0,2023,Alerta risco
Santa Catarina,34.0,2023,Alerta risco
Rio de Janeiro,34.0,2023,Alerta risco
Minas Gerais,34.0,2023,Alerta risco
Espírito Santo,31.0,2023,Alerta risco
Rio Grande do Sul,31.0,2023,Alerta risco
Sergipe,29.0,2023,Alerta risco
Bahia,29.0,2023,Alerta risco
Piauí,29.0,2023,Alerta risco
São Paulo,26.0,2023,Alerta risco
Mato Grosso,26.0,2023,Alerta risco
Mato Grosso do Sul,24.0,2023,Alerta risco
Maranhão,24.0,2023,Alerta risco
Goiás,24.0,2023,Alerta risco
Amazonas,24.0,2023,Alerta risco
Ceará,24.0,2023,Alerta risco
Pará,21.0,2023,Alerta risco
Paraná,21.0,2023,Alerta risco
Rio Grande do Norte,21.0,2023,Alerta risco
Paraíba,17.0,2023,Alerta risco
Roraima,,2023,Alerta risco
Amapá,,2023,Alerta risco
Tocantins,,2023,Alerta risco
Rondônia,100.0,2022,Mudanças climáticas
Roraima,98.0,2022,Mudanças climáticas
Tocantins,98.0,2022,Mudanças climáticas
Amapá,97.0,2022,Mudanças climáticas
Bahia,96.0,2022,Mudanças climáticas
Pernambuco,95.0,2022,Mudanças climáticas
Ceará,95.0,2022,Mudanças climáticas
Rio Grande do Sul,94.0,2022,Mudanças climáticas
Acre,94.0,2022,Mudanças climáticas
Santa Catarina,93.0,2022,Mudanças climáticas
Amazonas,91.0,2022,Mudanças climáticas
Pará,91.0,2022,Mudanças climáticas
Piauí,90.0,2022,Mudanças climáticas
Alagoas,90.0,2022,Mudanças climáticas
Paraná,90.0,2022,Mudanças climáticas
Paraíba,88.0,2022,Mudanças climáticas
Sergipe,88.0,2022,Mudanças climáticas
Goiás,88.0,2022,Mudanças climáticas
Maranhão,87.0,2022,Mudanças climáticas
São Paulo,87.0,2022,Mudanças climáticas
Rio Grande do Norte,86.0,2022,Mudanças climáticas
Mato Grosso,84.0,2022,Mudanças climáticas
Minas Gerais,83.0,2022,Mudanças climáticas
Distrito Federal,80.0,2022,Mudanças climáticas
Rio de Janeiro,80.0,2022,Mudanças climáticas
Mato Grosso do Sul,79.0,2022,Mudanças climáticas
Espírito Santo,78.0,2022,Mudanças climáticas
Tocantins,100.0,2024,alerta de risco
Rio Grande do Sul,94.0,2024,alerta de risco
Sergipe,85.0,2024,alerta de risco
São Paulo,79.0,2024,alerta de risco
Rio de Janeiro,79.0,2024,alerta de risco
Distrito Federal,79.0,2024,alerta de risco
Espírito Santo,73.0,2024,alerta de risco
Pernambuco,73.0,2024,alerta de risco
Amazonas,70.0,2024,alerta de risco
Goiás,70.0,2024,alerta de risco
Bahia,67.0,2024,alerta de risco
Minas Gerais,67.0,2024,alerta de risco
Santa Catarina,67.0,2024,alerta de risco
Alagoas,64.0,2024,alerta de risco
Mato Grosso do Sul,64.0,2024,alerta de risco
Rio Grande do Norte,61.0,2024,alerta de risco
Maranhão,61.0,2024,alerta de risco
Mato Grosso,61.0,2024,alerta de risco
Paraná,61.0,2024,alerta de risco
Ceará,58.0,2024,alerta de risco
Pará,52.0,2024,alerta de risco
Paraíba,44.0,2024,alerta de risco
Piauí,44.0,2024,alerta de risco
Rondônia,44.0,2024,alerta de risco
Roraima,,2024,alerta de risco
Amapá,,2024,alerta de risco
Acre,,2024,alerta de risco
Pará,100.0,2022,risco de desastre
Santa Catarina,80.0,2022,risco de desastre
São Paulo,40.0,2022,risco de desastre
Bahia,40.0,2022,risco de desastre
Ceará,40.0,2022,risco de desastre
Paraná,20.0,2022,risco de desastre
Minas Gerais,20.0,2022,risco de desastre
Rio de Janeiro,20.0,2022,risco de desastre
Acre,,2022,risco de desastre
Maranhão,,2022,risco de desastre
Goiás,,2022,risco de desastre
Mato Grosso do Sul,,2022,risco de desastre
Mato Grosso,,2022,risco de desastre
Espírito Santo,,2022,risco de desastre
Paraíba,,2022,risco de desastre
Pernambuco,,2022,risco de desastre
Piauí,,2022,risco de desastre
Distrito Federal,,2022,risco de desastre
Amapá,,2022,risco de desastre
Rio Grande do Norte,,2022,risco de desastre
Rondônia,,2022,risco de desastre
Roraima,,2022,risco de desastre
Rio Grande do Sul,,2022,risco de desastre
Amazonas,,2022,risco de desastre
Sergipe,,2022,risco de desastre
Alagoas,,2022,risco de desastre
Tocantins,,2022,risco de desastre
Rio Grande do Sul,100.0,2022,Estiagem
Amapá,28.0,2022,Estiagem
Amazonas,23.0,2022,Estiagem
Santa Catarina,23.0,2022,Estiagem
Piauí,19.0,2022,Estiagem
Tocantins,18.0,2022,Estiagem
Acre,18.0,2022,Estiagem
Mato Grosso,17.0,2022,Estiagem
Maranhão,15.0,2022,Estiagem
Pará,15.0,2022,Estiagem
Ceará,14.0,2022,Estiagem
Rondônia,14.0,2022,Estiagem
Mato Grosso do Sul,14.0,2022,Estiagem
Goiás,13.0,2022,Estiagem
Paraná,13.0,2022,Estiagem
Distrito Federal,13.0,2022,Estiagem
Rio Grande do Norte,13.0,2022,Estiagem
Paraíba,12.0,2022,Estiagem
Espírito Santo,11.0,2022,Estiagem
Pernambuco,11.0,2022,Estiagem
Bahia,11.0,2022,Estiagem
Minas Gerais,10.0,2022,Estiagem
São Paulo,9.0,2022,Estiagem
Alagoas,9.0,2022,Estiagem
Rio de Janeiro,9.0,2022,Estiagem
Sergipe,9.0,2022,Estiagem
Roraima,,2022,Estiagem
